[31-01-2017 10-09-57] INFO: Initialized video subsystem
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 174, 248
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 180, 248
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 187, 245
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 194, 241
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 211, 226
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 214, 221
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 216, 215
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 222, 208
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 223, 205
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 224, 204
[31-01-2017 10-23-14] DEBUG: Mouse Moved: 224, 203
[31-01-2017 10-23-15] DEBUG: Mouse Moved: 223, 203
[31-01-2017 10-23-15] DEBUG: Mouse Moved: 219, 203
[31-01-2017 10-23-15] DEBUG: Mouse Moved: 218, 203
[31-01-2017 10-23-15] DEBUG: Mouse Moved: 216, 203
[31-01-2017 10-23-15] DEBUG: Mouse Moved: 210, 204
[31-01-2017 10-23-15] DEBUG: Mouse Moved: 208, 205
[31-01-2017 10-23-15] DEBUG: Mouse Moved: 207, 206
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 205, 207
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 204, 207
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 203, 207
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 202, 208
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 201, 208
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 200, 210
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 199, 210
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 199, 213
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 198, 214
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 197, 216
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 197, 218
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 197, 219
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 197, 222
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 197, 223
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 198, 225
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 199, 227
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 200, 228
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 201, 229
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 204, 231
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 211, 233
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 215, 235
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 221, 236
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 231, 237
[31-01-2017 10-23-16] DEBUG: Mouse Moved: 238, 239
